Number or provisional designation in packed form,H absolute magnitude,G slope parameter,Epoch in packed form .0 TT,Mean anomaly at epoch in degrees,Argument of perihelion J2000.0 degrees,Longitude of ascending node J2000.0 degrees,Inclination to ecliptic J2000.0 degrees,Orbital eccentricity,Mean daily motion degrees per day,Semimajor axis AU,Uncertainty parameter U,Reference,Number of observations,Number of oppositions,Year of first observation,Year of last observation,Arc length days,RMS residual arcsec,Coarse indicator of perturbers blank if unperturbed one opposition object,Precise indicator of perturbers blank if unperturbed one opposition object,Computer name,Readable designation,Date of last observation included in orbit solution YYYYMMDD
K13GD7C,8.0,0.15,K221L,135.2399,48.88996,40.72489,2.3155,0.0268516,0.00347598,43.1602957,4,MPO347294,25,3,2013,2015,-999,0.23,M-v,38h,MPCW,2013 GC137,20150126
K13GD7E,8.9,0.15,K221L,40.07104,136.88306,31.44376,3.87442,0.2541177,0.00400766,39.2532506,2,MPO419452,31,3,2013,2017,-999,0.1,M-v,38h,MPCLINUX,2013 GE137,20170527
K13GD7F,8.1,0.15,K221L,73.20355,101.33857,35.8236,14.7082,0.15493,0.00397212,39.4870415,2,MPO473275,39,4,2013,2019,-999,0.15,M-v,38h,MPCW,2013 GF137,20190405
K13GD7G,8.8,0.15,K221L,46.48525,74.23638,96.07948,2.3915,0.1325736,0.00400608,39.2635508,2,MPO477702,27,3,2013,2019,-999,0.16,M-v,38h,MPCLINUX,2013 GG137,20190606
K13GD7H,8.5,0.15,K221L,29.47689,152.97083,35.78498,13.48935,0.226031,0.00398658,39.391517,2,MPO456851,36,3,2013,2016,-999,0.08,M-v,38h,MPCLINUX,2013 GH137,20160511
K13GD7J,8.5,0.15,K221L,337.84489,231.35742,42.52175,16.89341,0.2685699,0.00396395,39.5412505,2,MPO456851,36,3,2013,2016,-999,0.1,M-v,38h,MPCLINUX,2013 GJ137,20160510
K13GD7L,8.5,0.15,K221L,330.2201,235.79231,44.52192,10.45321,0.2021518,0.00400039,39.300747,2,MPO477702,43,4,2013,2019,-999,0.15,M-v,38h,MPCLINUX,2013 GL137,20190507
K13GD7M,7.3,0.15,K221L,81.93015,101.4781,32.50182,22.50863,0.0734241,0.00337451,44.0212114,3,MPO545884,37,4,2013,2016,-999,0.11,M-v,38h,Veres,2013 GM137,20160313
K13GD7O,7.3,0.15,K221L,267.07434,291.22442,35.42462,29.3067,0.0945394,0.00370147,41.3891551,4,MPO419452,34,3,2013,2015,-999,0.14,M-v,38h,MPCLINUX,2013 GO137,20150427
K13GD7P,7.4,0.15,K221L,245.53526,200.03507,141.6379,1.74786,0.0287062,0.00341894,43.639013,3,MPO419452,26,3,2013,2016,-999,0.14,M-v,38h,MPCLINUX,2013 GP137,20160529
K13GD7R,8.2,0.15,K221L,303.46409,236.91363,51.35922,4.23328,0.0457782,0.00354777,42.576091,3,MPO446930,29,4,2013,2017,-999,0.12,M-v,38h,MPCLINUX,2013 GR137,20170528
K13GD7S,7.8,0.15,K221L,8.29728,122.50085,95.89436,2.59426,0.0980792,0.00339994,43.8014246,3,MPO419452,29,4,2013,2017,-999,0.09,M-v,38h,MPCLINUX,2013 GS137,20170502
K13GD7U,7.6,0.15,K221L,341.10606,214.9535,35.77401,4.9835,0.0747179,0.00328797,44.7903552,3,MPO446930,38,4,2013,2017,-999,0.13,M-v,38h,MPCLINUX,2013 GU137,20170527
K13GD7X,7.4,0.15,K221L,297.00422,243.45112,51.1121,4.13659,0.0605362,0.00346745,43.231045,3,MPO419452,44,5,2013,2017,-999,0.14,M-v,38h,MPCLINUX,2013 GX137,20170525
K13GD7Y,7.6,0.15,K221L,335.73623,215.4321,39.94652,5.32106,0.1011719,0.00328445,44.8222734,3,MPO545884,37,4,2013,2017,-999,0.11,M-v,38h,Veres,2013 GY137,20170530
K13GD7Z,7.7,0.15,K221L,84.6105,287.17988,212.17328,21.15326,0.0453687,0.00370095,41.3930527,2,MPO419452,30,3,2013,2017,-999,0.12,M-v,38h,MPCLINUX,2013 GZ137,20170529
K13GD8B,7.3,0.15,K221L,221.39316,187.36589,182.64562,2.79039,0.0525988,0.003505,42.9217174,3,MPO477702,37,4,2013,2019,-999,0.09,M-v,38h,MPCLINUX,2013 GB138,20190506
K13GD8C,7.3,0.15,K221L,255.66206,254.90072,83.33666,3.02314,0.0538958,0.00351381,42.8499334,3,MPO419452,33,3,2013,2016,-999,0.09,M-v,38h,MPCLINUX,2013 GC138,20160605
K13GD8D,8.1,0.15,K221L,20.75478,147.85328,57.0153,5.42666,0.1114094,0.00339173,43.8721074,3,MPO477702,29,4,2013,2019,-999,0.12,M-v,38h,MPCLINUX,2013 GD138,20190606
K13GD8E,7.7,0.15,K221L,141.38807,52.11678,31.60874,3.077,0.0514463,0.00336622,44.0934492,4,MPO477702,28,3,2013,2019,-999,0.17,M-v,38h,MPCLINUX,2013 GE138,20190606
K13GD8F,7.3,0.15,K221L,113.38045,298.40558,175.70193,0.55026,0.0162182,0.0033786,43.9857283,2,MPO419452,37,5,2005,2017,-999,0.11,M-v,38h,MPCLINUX,2013 GF138,20170528
K13GD8G,6.6,0.15,K221L,236.08871,139.25969,215.22981,24.65277,0.0309986,0.00301941,47.4082795,3,MPO419452,39,5,2013,2017,-999,0.1,M-v,38h,MPCLINUX,2013 GG138,20170529
K13GD8J,8.1,0.15,K221L,3.59371,158.38139,17.27803,28.00442,0.7840429,0.00073912,121.1503204,0,MPO473275,72,10,2005,2018,-999,0.19,M-v,38h,MPCLINUX,2013 GJ138,20180412
K13GF8M,7.95,0.15,K221L,234.19219,268.7509,81.53258,2.68962,0.0189668,0.00343968,43.4634461,5,MPO620131,22,4,2013,2016,-999,0.1,M-v,3Ek,Alexanders,2013 GM158,20160312
K13GF8N,8.22,0.15,K221L,80.40146,281.03142,205.4541,10.79897,0.2018967,0.00400414,39.2762473,5,MPO620131,20,4,2013,2017,-999,0.1,M-v,3Ek,Alexanders,2013 GN158,20170526
K13HF0S,16.8,0.15,K221L,6.54711,335.3197,202.8119,97.11185,0.9549821,0.00199393,62.5166856,2,MPO562458,24,1,-999,-999,23,0.08,M-v,38h,MPCLINUX,2013 HS150,20130502
K13HF6R,7.9,0.15,K221L,32.22604,331.05943,214.20974,20.44304,0.1858303,0.00319615,45.644063,3,MPO419453,34,5,2013,2017,-999,0.12,M-v,38h,MPCLINUX,2013 HR156,20170526
K13HF6S,8.5,0.15,K221L,346.29819,210.37255,41.55909,8.2728,0.1775147,0.00319457,45.6591385,4,MPO446931,20,3,2013,2016,-999,0.24,M-v,38h,MPCLINUX,2013 HS156,20160529
K13HF6W,7.5,0.15,K221L,49.6808,35.14471,126.11745,9.92379,0.2407164,0.00396527,39.5324746,4,MPO640381,31,8,2001,2021,-999,0.64,M-v,3Ek,MPCLINUX,2013 HW156,20210709
K13HG2G,12.4,0.15,K221L,17.73488,312.67268,231.43414,68.45948,0.8373272,0.00492188,34.2280288,0,MPO555439,56,4,2012,2017,-999,0.31,M-v,38h,MPCLINUX,2013 HG162,20170503
K13J63U,7.4,0.15,K221L,352.63987,336.89068,278.33078,4.30318,0.2606894,0.00289893,48.7129256,2,MPO473277,45,6,2012,2017,-999,0.18,M-v,38h,MPCLINUX,2013 JU63,20170519
K13J63V,6.5,0.15,K221L,75.36519,158.84231,350.75458,8.22345,0.2107377,0.00311716,46.4120004,2,MPO473277,30,6,2011,2016,-999,0.27,M-v,38h,MPCLINUX,2013 JV63,20160629
K13J63W,5.0,0.15,K221L,297.73678,14.483,309.62178,7.72739,0.1049692,0.00318594,45.7415781,3,MPO545886,20,4,2013,2018,-999,0.14,M-v,38h,Bell,2013 JW63,20180428
K13J64F,9.3,0.15,K221L,8.46854,128.81772,105.32393,8.77695,0.4512156,0.00237495,55.6372932,2,MPO419453,30,4,2013,2016,-999,0.14,M-v,38h,MPCLINUX,2013 JF64,20160506
K13J64K,7.9,0.15,K221L,13.51269,122.43818,100.30484,11.06715,0.4088256,0.00239118,55.3852488,1,MPO473277,50,7,1999,2018,-999,0.11,M-v,38h,MPCLINUX,2013 JK64,20180419
K13J64L,7.5,0.15,K221L,35.83454,104.37879,73.38934,27.67097,0.3644971,0.00230714,56.722324,2,MPO419453,39,5,2013,2017,-999,0.09,M-v,38h,MPCLINUX,2013 JL64,20170330
K13J64O,8.2,0.15,K221L,2.86432,40.89235,185.32353,8.58419,0.7559186,0.00056964,144.1232704,1,MPO419454,30,4,2013,2017,-999,0.09,M-v,38h,MPCLINUX,2013 JO64,20170202
K13J64P,8.5,0.15,K221L,349.87639,80.22666,206.70798,13.71215,0.4402271,0.00224365,57.7872916,2,MPO477705,27,4,2013,2019,-999,0.08,M-v,38h,MPCLINUX,2013 JP64,20190606
K13J64Q,6.2,0.15,K221L,88.31137,31.40117,71.57717,34.88004,0.5426088,0.00288213,48.9019933,4,MPO419454,26,5,2013,2017,-999,0.08,M-v,38h,MPCLINUX,2013 JQ64,20170330
K13J64R,8.8,0.15,K221L,2.0398,141.47205,109.61826,10.44755,0.5434354,0.00142865,78.0760817,3,MPO419454,27,4,2013,2016,-999,0.11,M-v,38h,MPCLINUX,2013 JR64,20160603
K13J64S,8.5,0.15,K221L,345.88374,73.27849,192.19892,9.64446,0.0505457,0.00354525,42.5962818,4,MPO446932,20,3,2013,2016,-999,0.12,M-v,38h,MPCLINUX,2013 JS64,20160608
K13J64U,8.7,0.15,K221L,3.60238,170.94311,74.8169,26.605,0.0715187,0.00386107,40.2405759,3,MPO413639,22,3,2013,2017,-999,0.17,M-v,38h,MPCLINUX,2013 JU64,20170526
K13J64V,7.3,0.15,K221L,332.62194,113.87219,224.76067,31.42261,0.5792668,0.00155861,73.6733809,5,MPO347303,25,2,2013,2014,-999,0.13,M-v,38h,MPCW,2013 JV64,20140718
K13J64Z,9.1,0.15,K221L,4.88552,131.17918,117.21927,10.11645,0.2346282,0.00396452,39.5374974,2,MPO419454,33,4,2013,2017,-999,0.1,M-v,38h,MPCLINUX,2013 JZ64,20170202
K13J65A,9.0,0.15,K221L,22.01791,47.06602,177.27063,10.22755,0.1491265,0.00395606,39.59381,4,MPO347304,31,3,2013,2015,-999,0.13,M-v,38h,MPCW,2013 JA65,20150420
K13J65B,8.4,0.15,K221L,10.42279,167.40645,72.4785,24.8966,0.1902304,0.00397017,39.499944,2,MPO419454,32,4,2013,2017,-999,0.08,M-v,38h,MPCLINUX,2013 JB65,20170526
K13J65C,9.3,0.15,K221L,23.62256,128.05212,87.1983,16.4006,0.2944841,0.00397626,39.4595944,2,MPO419454,33,4,2013,2016,-999,0.09,M-v,38h,MPCLINUX,2013 JC65,20160506
K13J65D,8.2,0.15,K221L,4.12144,50.32836,198.14525,13.02893,0.0953324,0.00397715,39.4537367,2,MPO477705,27,4,2013,2019,-999,0.07,M-v,38h,MPCLINUX,2013 JD65,20190606
K13J65E,9.3,0.15,K221L,46.59733,66.65195,113.91974,8.03813,0.2764524,0.00398761,39.3846822,2,MPO419454,27,4,2013,2016,-999,0.11,M-v,38h,MPCLINUX,2013 JE65,20160506
K13J65F,9.2,0.15,K221L,16.46097,120.32724,112.74191,8.30578,0.1771511,0.00397271,39.4831356,3,MPO419454,30,4,2013,2016,-999,0.12,M-v,38h,MPCLINUX,2013 JF65,20160506
K13J65G,9.0,0.15,K221L,359.04359,175.22212,85.25868,15.92657,0.2521239,0.0039684,39.5117277,2,MPO419454,31,4,2013,2016,-999,0.09,M-v,38h,MPCLINUX,2013 JG65,20160506
K13J65H,9.4,0.15,K221L,351.31833,117.8776,160.73153,7.54934,0.2901069,0.00397821,39.4467026,3,MPO419454,26,5,2013,2017,-999,0.18,M-v,38h,MPCLINUX,2013 JH65,20170526
K13J65M,7.1,0.15,K221L,211.28173,306.98485,92.18858,11.19406,0.124624,0.00307721,46.812844,4,MPO419454,33,4,2013,2017,-999,0.11,M-v,38h,MPCLINUX,2013 JM65,20170502
K13J65Q,8.2,0.15,K221L,53.52206,53.74846,131.58908,8.40325,0.1198092,0.00334323,44.2953825,3,MPO347306,20,3,2013,2015,-999,0.09,M-v,38h,MPCW,2013 JQ65,20150322
K13J65R,7.9,0.15,K221L,339.501,184.8559,98.25841,11.69501,0.1926279,0.00312486,46.3356772,3,MPO419454,27,3,2013,2015,-999,0.06,M-v,38h,MPCLINUX,2013 JR65,20150418
K13J65S,8.4,0.15,K221L,7.22735,45.52242,201.70906,13.7452,0.0230046,0.00380165,40.6588131,4,MPO446932,24,4,2013,2016,-999,0.1,M-v,38h,MPCLINUX,2013 JS65,20160529
K13J65T,8.0,0.15,K221L,62.39626,358.98839,170.46579,8.57575,0.1951504,0.00309349,46.6484274,3,MPO419454,22,3,2013,2015,-999,0.12,M-v,38h,MPCLINUX,2013 JT65,20150322
K13J65W,6.9,0.15,K221L,27.56771,272.80004,292.98766,5.68646,0.3227998,0.00298335,47.7895729,2,MPO473277,30,5,2011,2015,-999,0.2,M-v,38h,MPCLINUX,2013 JW65,20150714
K13J67X,6.7,0.15,K221L,43.21111,91.75067,104.61343,10.48474,0.126431,0.00311476,46.4357985,2,MPO477705,33,4,2013,2019,-999,0.06,M-v,38h,MPCLINUX,2013 JX67,20190606
K13K18Y,6.8,0.15,K221L,287.78165,269.90278,84.41018,6.65622,0.12408,0.00592025,30.2628165,1,MPO456855,105,6,2010,2016,-999,0.15,M-v,38h,MPCLINUX,2013 KY18,20160701
K13L16D,16.1,0.15,K221L,4.06293,186.23423,25.98283,154.63969,0.9687904,0.00134683,81.2070258,0,MPO288535,54,2,2013,2014,-999,0.38,M-v,38h,MPCADO,2013 LD16,20140223
K13L35Y,6.0,0.15,K221L,308.63211,18.30515,294.70259,8.70143,0.0597697,0.00352422,42.7655815,2,MPO456856,28,6,2010,2015,-999,0.16,M-v,38h,MPCLINUX,2013 LY35,20150518
K13L36Z,7.1,0.15,K221L,10.44999,70.07155,170.3361,13.86069,0.344195,0.0023796,55.5648089,2,MPO466432,132,5,2013,2017,-999,0.22,M-v,38h,MPCW,2013 LZ36,20170809
K13M18R,7.9,0.15,K221L,343.16945,116.51882,168.42954,31.11479,0.3433529,0.00396228,39.5523603,3,MPO640386,122,10,2011,2021,-999,0.82,M-v,3Ek,MPCLINUX,2013 MR18,20210808
K13N24K,6.8,0.15,K221L,18.13367,331.84942,320.10659,26.72113,0.1492836,0.00362636,41.9586932,2,MPO554472,75,8,2011,2020,-999,0.17,M-v,38h,MPCLINUX,2013 NK24,20200718
K13N24M,6.27,0.15,K221L,291.3638,81.93767,335.2713,30.67901,0.1650027,0.00322573,45.3646396,3,MPO660183,77,8,2011,2021,-999,0.72,M-v,3Ek,MPCLINUX,2013 NM24,20210912
K13N33T,8.94,0.15,K221L,348.31629,10.30057,57.34297,20.41405,0.4502099,0.00604261,29.8528956,3,E2021-VK0,122,11,2010,2021,-999,0.8,M-v,3Ek,Pan,2013 NT33,20211107
K13N33U,7.39,0.15,K221L,354.24252,30.5325,326.84897,22.12839,0.5458328,0.00164827,70.9768905,4,MPO660183,120,10,2011,2021,-999,0.86,M-v,3Ek,MPCLINUX,2013 NU33,20211026
K13P74U,10.3,0.15,K221L,11.60614,200.38726,133.8734,12.69654,0.5390073,0.00490561,34.3036968,0,E2020-TF9,116,8,2011,2020,-999,0.14,M-v,38h,MPCLINUX,2013 PU74,20201014
K13P74W,7.0,0.15,K221L,54.30943,294.2793,353.52818,25.71943,0.1225375,0.00414703,38.3687574,2,MPO495795,144,5,2010,2019,-999,0.09,M-v,38h,MPCLINUX,2013 PW74,20190927
K13P74X,5.88,0.15,K221L,181.41457,127.01516,43.2155,7.82155,0.1452709,0.00391748,39.8533538,3,MPO650038,66,9,2011,2021,-999,0.7,M-v,3Ek,MPCLINUX,2013 PX74,20210816
K13P76S,7.5,0.15,K221L,257.31715,203.25657,309.36991,2.58435,0.1367314,0.00340898,43.7240232,3,MPO430339,39,5,2013,2017,-999,0.09,M-v,38h,MPCW,2013 PS76,20170830
K13P84D,6.8,0.15,K221L,9.50354,297.3349,356.33117,19.45036,0.6408754,0.00094088,103.1446519,1,MPO466435,62,5,2012,2016,-999,0.18,M-v,38h,MPCW,2013 PD84,20161025
K13Q95P,7.31,0.15,K221L,325.60653,17.1202,71.38279,25.43878,0.170799,0.00377667,40.8379204,3,MPO650040,194,6,2013,2018,-999,0.72,M-v,3Ek,MPCLINUX,2013 QP95,20181129
K13Q99R,7.3,0.15,K221L,17.20317,266.80909,51.0245,32.35423,0.0501587,0.00370255,41.3811106,3,MPO660189,28,5,2013,2018,-999,0.09,M-v,38h,Rudenko,2013 QR99,20181028
K13QA3X,7.93,0.15,K221L,15.49452,233.02082,50.55354,32.4876,0.2700927,0.00270721,50.9863918,6,MPO644977,15,4,2013,2017,-999,0.1,M-v,3Ek,Alexanders,2013 QX103,20170927
K13R98B,6.61,0.15,K221L,295.78886,349.72315,146.85284,21.92235,0.2548123,0.00357829,42.3336151,4,MPO650042,75,5,2013,2018,-999,0.78,M-v,3Ek,MPCLINUX,2013 RB98,20181201
K13R98D,7.48,0.15,K221L,133.32909,106.20345,144.65622,19.52713,0.23043,0.00395211,39.6202098,4,MPO650042,154,5,2013,2018,-999,0.69,M-v,3Ek,MPCLINUX,2013 RD98,20181129
K13R98P,7.2,0.15,K221L,320.28214,174.97503,216.37917,13.27592,0.1373355,0.0034524,43.3565779,4,MPO660190,57,6,2013,2021,-999,0.4,M-v,3Ek,MPCLINUX,2013 RP98,20210912
K13R98Q,7.79,0.15,K221L,19.50468,245.75785,11.33861,37.64713,0.4396614,0.00232871,56.3713909,4,MPO650042,39,5,2013,2018,-999,0.33,M-v,3Ek,MPCLINUX,2013 RQ98,20181108
K13R98R,7.16,0.15,K221L,27.13698,234.61737,62.28811,37.74924,0.2922378,0.00272059,50.8191742,3,MPO650042,79,6,2013,2018,-999,0.62,M-v,3Ek,MPCLINUX,2013 RR98,20181207
K13RA8X,6.43,0.15,K221L,293.91503,25.14548,71.76827,4.86832,0.0587457,0.00320218,45.5867602,4,MPO650042,62,6,2013,2018,-999,0.29,M-v,3Ek,MPCLINUX,2013 RX108,20181018
K13RA8Y,8.04,0.15,K221L,331.41853,4.48189,93.2052,10.76137,0.4625118,0.00317153,45.8799668,5,MPO650042,38,5,2013,2018,-999,0.58,M-v,3Ek,MPCLINUX,2013 RY108,20181106
K13RA8Z,8.15,0.15,K221L,2.71713,333.26932,65.58732,13.02685,0.4575138,0.00235911,55.8861751,3,MPO650042,32,4,2013,2020,-999,0.41,M-v,3Ek,MPCLINUX,2013 RZ108,20201020
K13RA9B,7.6,0.15,K221L,343.02144,221.92171,175.79639,23.09379,0.1134554,0.00382346,40.5040321,4,MPO650042,46,5,2013,2018,-999,0.47,M-v,3Ek,MPCLINUX,2013 RB109,20181127
K13RA9C,8.27,0.15,K221L,25.76284,319.04994,32.79443,43.44991,0.2840975,0.00394279,39.6825918,3,MPO650042,34,4,2013,2020,-999,0.32,M-v,3Ek,MPCLINUX,2013 RC109,20201020
K13RA9D,8.26,0.15,K221L,26.44593,333.73174,16.67039,11.09282,0.0871692,0.00529483,32.6012971,3,MPO650042,51,4,2013,2017,-999,0.46,M-v,3Ek,MPCLINUX,2013 RD109,20170927
K13RA9E,6.31,0.15,K221L,80.47601,168.11442,112.75971,5.41575,0.1533569,0.00337898,43.9824402,3,MPO650042,68,6,2013,2018,-999,0.32,M-v,3Ek,MPCLINUX,2013 RE109,20181018
K13RA9F,6.65,0.15,K221L,347.79356,240.80697,144.7379,9.69587,0.0714675,0.00346995,43.2102619,3,MPO650042,77,7,2013,2020,-999,0.4,M-v,3Ek,MPCLINUX,2013 RF109,20201015
K13RA9G,7.21,0.15,K221L,314.32851,56.07372,22.66936,22.67064,0.0918803,0.00413163,38.4640817,4,MPO650042,46,4,2013,2016,-999,0.29,M-v,3Ek,MPCLINUX,2013 RG109,20161118
K13RA9H,7.6,0.15,K221L,214.33258,284.77638,204.46522,14.7987,0.0659843,0.00444138,36.6542315,4,MPO650042,34,5,2013,2020,-999,0.41,M-v,3Ek,MPCLINUX,2013 RH109,20200812
K13RA9J,6.88,0.15,K221L,299.95525,250.30156,182.47989,20.24245,0.1331545,0.00341559,43.667586,4,MPO650042,53,5,2013,2020,-999,0.2,M-v,3Ek,MPCLINUX,2013 RJ109,20200921
K13RA9K,7.19,0.15,K221L,9.22154,162.6732,176.68479,12.82175,0.6250672,0.00112687,91.4574796,3,MPO650042,56,6,2013,2018,-999,0.37,M-v,3Ek,MPCLINUX,2013 RK109,20180921
K13RA9L,7.75,0.15,K221L,61.05254,71.72292,193.63845,14.15636,0.2036567,0.00381739,40.5469402,4,MPO650042,37,4,2013,2018,-999,0.36,M-v,3Ek,MPCLINUX,2013 RL109,20180917
K13RA9M,6.72,0.15,K221L,328.09882,126.76594,260.9698,14.27911,0.2285288,0.00267457,51.4004077,4,MPO650043,28,4,2013,2020,-999,0.5,M-v,3Ek,MPCLINUX,2013 RM109,20200812
K13RA9N,7.61,0.15,K221L,348.00336,16.58903,20.92785,32.23677,0.1607893,0.00351506,42.8397712,4,MPO650043,42,6,2013,2018,-999,0.4,M-v,3Ek,MPCLINUX,2013 RN109,20181018
K13RA9O,6.89,0.15,K221L,355.6704,324.33819,52.20519,1.52012,0.0424383,0.00333299,44.3860495,4,MPO650043,45,5,2013,2018,-999,0.29,M-v,3Ek,MPCLINUX,2013 RO109,20181126
K13RA9P,6.78,0.15,K221L,1.89657,268.54579,105.50902,2.3504,0.1108635,0.00325654,45.0780927,3,MPO650043,61,6,2013,2018,-999,0.24,M-v,3Ek,MPCLINUX,2013 RP109,20181018
K13RA9Q,7.93,0.15,K221L,354.30056,334.789,70.5048,14.5352,0.1558573,0.00444701,36.6233137,4,MPO650043,44,6,2013,2018,-999,0.29,M-v,3Ek,MPCLINUX,2013 RQ109,20181128
K13RA9R,6.86,0.15,K221L,25.32861,103.59053,225.80366,4.23506,0.066351,0.0029335,48.329467,4,MPO650043,37,5,2013,2020,-999,0.29,M-v,3Ek,MPCLINUX,2013 RR109,20200921
K13RA9S,6.96,0.15,K221L,54.27506,309.44193,353.43947,4.82873,0.1229679,0.00325755,45.068733,3,MPO660191,37,7,2004,2021,-999,0.35,M-v,3Ek,MPCLINUX,2013 RS109,20210912
K13RA9T,7.45,0.15,K221L,9.23083,43.74769,293.4002,17.21815,0.2178197,0.00316576,45.9357433,3,MPO660191,16,4,2010,2021,-999,0.94,M-v,3Ek,MPCLINUX,2013 RT109,20211003
K13RC4D,6.83,0.15,K221L,44.02176,57.94832,221.31756,15.42368,0.1007684,0.00346075,43.2868648,4,MPO650043,34,6,2013,2020,-999,0.27,M-v,3Ek,MPCLINUX,2013 RD124,20200812
K13RC4E,7.03,0.15,K221L,4.18987,160.21852,175.63444,31.60002,0.6782793,0.00071042,124.3924137,3,MPO660191,36,5,2013,2021,-999,0.32,M-v,3Ek,MPCLINUX,2013 RE124,20210912
K13RC4F,6.45,0.15,K221L,143.51253,182.75166,44.3654,4.11763,0.0325639,0.00340681,43.7425403,3,MPO660191,42,7,2013,2021,-999,0.26,M-v,3Ek,MPCLINUX,2013 RF124,20210912
K13RC4G,7.31,0.15,K221L,3.56905,287.67462,35.65595,43.48295,0.5813767,0.00109749,93.0828202,3,MPO650043,38,6,2013,2018,-999,0.39,M-v,3Ek,MPCLINUX,2013 RG124,20181109
K13RC4H,6.52,0.15,K221L,211.17105,3.36551,179.93557,35.69386,0.08204,0.00331915,44.5094083,4,MPO650043,32,5,2013,2018,-999,0.31,M-v,3Ek,MPCLINUX,2013 RH124,20180921
K13RC4J,6.38,0.15,K221L,107.40668,162.22033,111.01338,4.04539,0.059605,0.00335976,44.1500156,4,MPO650044,33,5,2013,2020,-999,0.27,M-v,3Ek,MPCLINUX,2013 RJ124,20200921
K13RC4K,7.55,0.15,K221L,67.35421,210.3144,92.42589,7.05863,0.1886422,0.00392339,39.8133312,3,MPO650044,42,5,2013,2017,-999,0.27,M-v,3Ek,MPCLINUX,2013 RK124,20170827
K13RC4L,8.8,0.15,K221L,354.45905,238.04163,166.76543,10.12247,0.0279349,0.00593576,30.2100614,3,MPO530306,11,4,2013,2016,-999,0.09,M-v,38h,Williams,2013 RL124,20161104
K13RC4M,7.88,0.15,K221L,1.04429,181.19175,187.25019,13.83603,0.6070818,0.00115866,89.7771709,3,MPO650044,34,6,2013,2020,-999,0.22,M-v,3Ek,MPCLINUX,2013 RM124,20201020
K13RC4N,6.79,0.15,K221L,80.07579,80.86967,184.36703,15.13117,0.158043,0.0031887,45.7151811,3,MPO650044,37,7,2013,2020,-999,0.29,M-v,3Ek,MPCLINUX,2013 RN124,20200921
K13RC4O,7.47,0.15,K221L,270.40157,289.23224,181.4357,24.50579,0.0763439,0.00404745,38.9955369,4,MPO650044,37,6,2013,2020,-999,0.21,M-v,3Ek,MPCLINUX,2013 RO124,20200812
K13RC4P,7.05,0.15,K221L,10.10612,346.0823,28.6419,32.16852,0.1977445,0.00316585,45.9348375,3,MPO650044,38,5,2013,2021,-999,0.33,M-v,3Ek,MPCLINUX,2013 RP124,20210908
K13RC4Q,7.06,0.15,K221L,83.16943,64.41487,179.94566,21.55087,0.1688007,0.00304548,47.1374064,4,MPO650044,28,5,2013,2020,-999,0.25,M-v,3Ek,MPCLINUX,2013 RQ124,20200812
K13RC4R,7.49,0.15,K221L,42.2426,225.11751,100.99718,45.32268,0.0704605,0.00362325,41.9826942,3,MPO650044,36,6,2013,2018,-999,0.4,M-v,3Ek,MPCLINUX,2013 RR124,20180915
K13RC4S,8.13,0.15,K221L,355.54535,258.51998,139.86658,15.26262,0.2555119,0.00308625,46.721352,4,MPO650044,29,4,2013,2020,-999,0.27,M-v,3Ek,MPCLINUX,2013 RS124,20200921
K13RC4T,7.79,0.15,K221L,9.43174,308.69819,49.56581,18.27041,0.4506025,0.00183173,66.1549255,3,MPO650044,33,5,2013,2017,-999,0.28,M-v,3Ek,MPCLINUX,2013 RT124,20170924
K13RC4U,6.89,0.15,K221L,315.30706,292.01115,188.12457,31.59113,0.2493879,0.00293057,48.361712,5,MPO650044,29,5,2013,2017,-999,0.27,M-v,3Ek,MPCLINUX,2013 RU124,20171101
K13RC4V,5.9,0.15,K221L,87.98629,188.58126,51.84645,43.23334,0.1056705,0.00325448,45.0970768,3,MPO650044,41,5,2013,2018,-999,0.18,M-v,3Ek,MPCLINUX,2013 RV124,20181108
K13RC4W,7.61,0.15,K221L,37.59637,255.28989,92.50987,4.80858,0.0728097,0.00442316,36.7548369,4,MPO650044,41,5,2013,2017,-999,0.3,M-v,3Ek,MPCLINUX,2013 RW124,20170914
K13RC4X,8.23,0.15,K221L,36.07151,233.86625,20.65469,29.44823,0.2477629,0.00391423,39.8753948,4,MPO650044,37,5,2013,2018,-999,0.31,M-v,3Ek,MPCLINUX,2013 RX124,20181027
K13RC8T,7.4,0.15,K221L,117.88178,216.8283,32.7399,24.1171,0.1056712,0.0038125,40.5816259,4,MPO650044,35,5,2013,2017,-999,0.29,M-v,3Ek,MPCLINUX,2013 RT128,20170918
K13RC8U,7.64,0.15,K221L,20.46693,113.04372,176.19375,25.19115,0.4231662,0.0020159,62.0615879,4,MPO650044,35,3,2013,2018,-999,0.2,M-v,3Ek,MPCLINUX,2013 RU128,20180917
K13RC8V,7.4,0.15,K221L,24.88232,49.2904,255.35689,8.39033,0.3414678,0.00225602,57.5759409,2,MPO640403,28,7,2000,2013,-999,0.27,M-v,38h,Veres,2013 RV128,20131123
K13RC8W,6.89,0.15,K221L,326.73447,116.26943,290.72189,5.60186,0.136593,0.00317287,45.867115,4,MPO660191,27,6,2008,2021,-999,0.51,M-v,3Ek,MPCLINUX,2013 RW128,20211003
